"artist_key","track_name","artist_name","acousticness_cat","duration_ms_cat","liveness_cat","speechiness_cat","instrumentalness_cat","tempo_cat","valence_cat","danceability_cat","cant_markets_cat","explicit_cat","mode_name_cat","streams_avg_chart","popularidad_chart","position_median_chart","semanas_sum_chart","lyrics","lyrics_cleaning"
"6ix9ine","BEBE","6ix9ine","Alta","Alta","Media","Alta","Baja","Media","Baja","Media","Alta","Si","major","Muy alta","Muy alta","Muy alta","Muy alta","
      
        BEBE Lyrics
      
      
        
          
            
            [Letra de ""BEBE"" ft. Anuel AA]
[Intro: 6ix9ine]
Haciendo el amor, a la misma vez tú te toca' (Te toca')
Bebé, no te pasa nada, vuélvete loca (Lo-loca-loca)
Y tu novio te trata mal, él no te controla (No, no, no, no)
He said...
[Pre-Coro: Anuel AA]
Mi diablita (-blita)
Ella se pone pornográfica en la intimidad (Baby)
Y su marido no la valora y la deja sola (La deja sola)
Y yo siempre la estoy esperando con mi pistola (-tola)
Y conmigo ella siempre se moja
[Coro: Anuel AA & 6ix9ine]Bebecita (Uah)
Tu hombre te ama pero tú le ere' infiel (Bebé)
Porque tú ere' una diabla dentro de una mujer (Oh-oh, oh-oh)
Y cuando se esconde el sol tú quiere' beber, hija 'e LuciferBebecita (Mi baby; uah, uah)Tu hombre te ama pero tú le ere' infiel (¿Por qué-é-é?)Porque tú ere' una diabla dentro de una mujer (Muje-e-r)Y cuando se esconde el sol, tú quieres beber, hija 'e Lucifer
[Verso 1: 6ix9ine & Anuel AA]
Baby, con ra-ta-ta-ta-ta
Baby, yo soy tu criminal
Baby go ra-ta-ta-ta-ta
Baby, tu novio lo va a olvidar
Baby, con ra-ta-ta-ta-ta
Baby, conmigo te va' a mudar
Baby, con ra-bang-bang-bang-bang
Baby, do' un tiro', lo voa' matar (Pa' afuera)
¿Pa' qué?, ¿pa' qué?, ¿pa' qué?
¿Pa' qué vas a serle fiel?
¿Pa' qué?, ¿pa' qué?, ¿pa' qué?
Baby, olvídate de él
Tú ere' mi diablita y yo soy tu demonio
Un amor de manicomio
Y si te veo con él, yo te odio
Siempre me tiene' en insomnio
[Verso 2: Anuel AA]
Medusa, Versace (Versace)Siempre hacemo' la ""sei'-nueve"" como Tekashi (Yeh-eh)
Y yo te rompo to' en secreto, Illuminati (-nati)
Y ella se baja conmigo en la disco en el Ferrari (-rrari)
Fumando mari' (Uah)
Y tú te hiciste tu cuerpo, bebé, en R.D
Y chingamos y siempre nos venimos a la vez
Te hice el amor y en tu piel me enredé
Y mi bicho en tu totito te tatué
Oh-oh-oh (Uah)
Bebé, tú eres mía, ese hombre olvídalo-o-o
Y rebota esas nalgas bailándome reggaetó-ó-ón
[Coro: Anuel AA & 6ix9ine]Bebecita (Uah)
Tu hombre te ama pero tú le ere' infiel (Yeh-eh)
Porque tú eres una diabla dentro de una mujer (Oh-oh, oh-oh)
Y cuando se esconde el sol tú quiere'  beber; hija 'e Lucifer (Oh-oh, oh-oh; uah)Bebecita (Mi baby)Tu hombre te ama pero tú le ere' infiel (¿Por qué?)Porque tú eres una diabla dentro de una mujer (-er)Y cuando se esconde el sol tú quiere' beber; hija 'e Lucifer (Beber; -er)
[Outro: 6ix9ine]
Mi diablita (Mi nena)
Ella se pone pornográfica, no es tímida (Mírame, mami)
Y su hombre no la valora, la deja sola (La deja sola, sola)
Y siempre la estoy esperando con mi pistola (Ra-pa-pa-pa)
Siempre se enamora, mi diablita


            
          
        
      

      
        
          
            More on Genius
            
          
        
      
    "," haciendo el amor a la misma vez tu te toca te toca bebe no te pasa nada vuelvete loca lo loca loca y tu novio te trata mal el no te controla no no no no he said mi diablita blita ella se pone pornografica en la intimidad baby y su marido no la valora y la deja sola la deja sola y yo siempre la estoy esperando con mi pistola tola y conmigo ella siempre se moja bebecita uah tu hombre te ama pero tu le ere infiel bebe porque tu ere una diabla dentro de una mujer oh oh oh oh y cuando se esconde el sol tu quiere beber hija e lucifer bebecita mi baby uah uah tu hombre te ama pero tu le ere infiel por que e e porque tu ere una diabla dentro de una mujer muje e r y cuando se esconde el sol tu quieres beber hija e lucifer baby con ra ta ta ta ta baby yo soy tu criminal baby go ra ta ta ta ta baby tu novio lo va a olvidar baby con ra ta ta ta ta baby conmigo te va a mudar baby con ra bang bang bang bang baby do un tiro lo voa matar pa afuera pa que pa que pa que pa que vas a serle fiel pa que pa que pa que baby olvidate de el tu ere mi diablita y yo soy tu demonio un amor de manicomio y si te veo con el yo te odio siempre me tiene en insomnio medusa versace versace siempre hacemo la sei nueve como tekashi yeh eh y yo te rompo to en secreto illuminati nati y ella se baja conmigo en la disco en el ferrari rrari fumando mari uah y tu te hiciste tu cuerpo bebe en r d y chingamos y siempre nos venimos a la vez te hice el amor y en tu piel me enrede y mi bicho en tu totito te tatue oh oh oh uah bebe tu eres mia ese hombre olvidalo o o y rebota esas nalgas bailandome reggaeto o on bebecita uah tu hombre te ama pero tu le ere infiel yeh eh porque tu eres una diabla dentro de una mujer oh oh oh oh y cuando se esconde el sol tu quiere beber hija e lucifer oh oh oh oh uah bebecita mi baby tu hombre te ama pero tu le ere infiel por que porque tu eres una diabla dentro de una mujer er y cuando se esconde el sol tu quiere beber hija e lucifer beber er mi diablita mi nena ella se pone pornografica no es timida mirame mami y su hombre no la valora la deja sola la deja sola sola y siempre la estoy esperando con mi pistola ra pa pa pa siempre se enamora mi diablita "
"6ix9ine","MALA","6ix9ine","Muy alta","Media","Media","Media","Baja","Media","Muy alta","Alta","Alta","Si","minor","Alta","Alta","Alta","Muy alta","
      
        MALA Lyrics
      
      
        
          
            
            [Letra de ""MALA"" ft. Anuel AA]
[Intro: Anuel AA & 6ix9ine]
Brr
(Haha! Anuel)
Anuel
Real Hasta La Muerte, baby
Uah
[Pre-Coro: 6ix9ine]
¿Qué tengo que hacer
Pa' que tú sea' mi mujer?
Baby, dime qué tengo que hacer
He said, ""Mi nena""
[Coro: Anuel AA]
Tú ere' una diabla
Y tú ere' mala
Baby, no te vaya'
Mátame-eh
Tú ere' una diabla
Y tú ere' mala
Baby, no te vaya'
Devórame-eh
[Post-Coro: Anuel AA & 6ix9ine]
Oh-oh-oh-ohSé que me extraña'
Oh-oh-oh-ohTú en mi cama
Baby, tú ere' mala
Tú en mi cama
Baby, no te vaya'
Devórame-eh, uah
[Puente: 6ix9ine & Anuel AA]
¿Qué tengo que hacer
Pa' que tú sea' mi mujer?
Baby, ¿dime qué tengo que hacer
Pa' que tú sea' mi mujer?Uah (Uah)
¿Qué tengo que hacer (Bebé)
Pa' que tú sea' mi mujer? (Bebé)
Baby, ¿dime qué tengo que hacer (Que hacer)
Pa' que tú sea' mi mujer? (Mujer)
[Verso 1: 6ix9ine & Anuel AA]
Yo voy con lo' diablo' pa' allá
Ven con tus amigas pa' acá
Rebota esas nalga' pa' acá
Y nos vamo' y nos comemo' allá (Allá)Yo voy con los diablo pa' allá, pa' allá (Bebé)
Baby, ven con tus amigas pa' acá, pa' acá (Bebé)
Rebota esas nalga' pa' atrá', pa' atrá' (Pa' allá)
Y nos vamo' y nos comemo' allá (Allá)
[Coro: 6ix9ine & Anuel AA]
Baby, tú ere' mala
Tú en mi cama
Baby, no te vaya'Devórame-eh, uah
Tú ere' una diabla
Y tú ere' mala
Baby, no te vaya'
Mátame-eh
[Post-Coro: Anuel AA]
Oh-oh-oh-oh (Baby)
Bebiendo baila
Oh-oh-oh-oh
Diabla en mi cama
[Verso 2: Anuel AA]
Dos mil, Louboutin los tacone' (Tacone')
Ella se emborracha y en cuatro se pone (Se pone)
Y siempre me pide que no la traicione (Jaja)
Y siempre lo hacemo', pero sin condone', eh-eh (Uah)
Y se me trepa encima (Encima)
Y 'tá to' moja'o el clima (El clima)
Y con la perla yo voy pa' encima (Uah)
Y me dice: ""Qué rico tú me lastimas"", uah
Sudando y bailándome (Eh-eh)
Caliente y tocándome (Eh-eh)
Y ella no para de beber (Beber)
Y adentro 'e ti yo vo' a enloquecer
[Coro: Anuel AA & 6ix9ine]
Tú ere' una diabla
Y tú ere' mala
Baby, no te vaya'
Mátame-ehBaby, tú ere' mala
Tú en mi cama
Baby, no te vaya'
Devórame-eh (Oh-oh-oh-oh-oh-oh)
[Outro: Anuel AA]
Real Hasta La Muerte, baby
Real Hasta La Muerte, baby
Uah
Mira, dime 6ix9ine, lo' Intocable', lo' Illuminati
Brr, Anuel
Uah, uah
Bebecita
Bebe-Bebecita


            
          
        
      

      
        
          
            More on Genius
            
          
        
      
    "," brr haha anuel anuel real hasta la muerte baby uah que tengo que hacer pa que tu sea mi mujer baby dime que tengo que hacer he said mi nena tu ere una diabla y tu ere mala baby no te vaya matame eh tu ere una diabla y tu ere mala baby no te vaya devorame eh oh oh oh oh se que me extrania oh oh oh oh tu en mi cama baby tu ere mala tu en mi cama baby no te vaya devorame eh uah que tengo que hacer pa que tu sea mi mujer baby dime que tengo que hacer pa que tu sea mi mujer uah uah que tengo que hacer bebe pa que tu sea mi mujer bebe baby dime que tengo que hacer que hacer pa que tu sea mi mujer mujer yo voy con lo diablo pa alla ven con tus amigas pa aca rebota esas nalga pa aca y nos vamo y nos comemo alla alla yo voy con los diablo pa alla pa alla bebe baby ven con tus amigas pa aca pa aca bebe rebota esas nalga pa atra pa atra pa alla y nos vamo y nos comemo alla alla baby tu ere mala tu en mi cama baby no te vaya devorame eh uah tu ere una diabla y tu ere mala baby no te vaya matame eh oh oh oh oh baby bebiendo baila oh oh oh oh diabla en mi cama dos mil louboutin los tacone tacone ella se emborracha y en cuatro se pone se pone y siempre me pide que no la traicione jaja y siempre lo hacemo pero sin condone eh eh uah y se me trepa encima encima y ta to moja o el clima el clima y con la perla yo voy pa encima uah y me dice que rico tu me lastimas uah sudando y bailandome eh eh caliente y tocandome eh eh y ella no para de beber beber y adentro e ti yo vo a enloquecer tu ere una diabla y tu ere mala baby no te vaya matame eh baby tu ere mala tu en mi cama baby no te vaya devorame eh oh oh oh oh oh oh real hasta la muerte baby real hasta la muerte baby uah mira dime ix ine lo intocable lo illuminati brr anuel uah uah bebecita bebe bebecita "
"6ix9ine","YAYA","6ix9ine","Baja","Media","Alta","Media","Baja","Media","Media","Alta","Alta","Si","major","Baja","Media","Baja","Baja","
      
        YAYA Lyrics
      
      
        
          
            
            [Letra de ""YAYA""]
[Intro]Ransom got that sauce in it
Se pinta los labio', hoy no tiene horario
Quiere que la busque en la Lambo
Esta noche coronamo'
Dale, para terminar lo que empezamo'Oh-oh, baila morena, baila morena
Oh-oh, baila morena, baila morena (Baila,<U+205F>baila)
Oh-oh,<U+205F>baila<U+205F>morena, baila morena
Oh-oh,<U+205F>oh-oh
[Verso 1]
Una nena así<U+205F>me hacía falta
Que metiera mi mano por su falda
Se ve que no e' santa
Es como yo, que le gusta la maldad
Dale, baby, no sea' mala
No pare' de moverte que eso me encanta
Bebecita, dame una, una probaíta'
Tú ere' una mamacitaCuando chingamo', baby, tú nunca te quita'
Mueve to' ese booty, tan chulita como Anitta
[Coro]
Tú 'tá dura, manina, nini, yaya
Dame tequila, no quiero vaina'
Baila, le subo la mini, yaya
Tráeme bebida, no quiero agua
Quiero manina, nini, yaya (Yaya, yaya)
Dame tequila, no quiero vaina' (Yaya, yaya)
Baila, le subo la mini, yaya
Tráeme bebida, no quiero agua
[Verso 2]Ponte friki, frikitona
Tú ere' una chapi-chapiadora
Ella e' bellaquísima, pero no se enamora
Mami, y chingando hay que darte un diploma
Ninguna se te iguala
Ella me dice: ""Vente, papi"", me la saca (Saca)Y me baila flow Shakira, waka-waka (Waka)
Ella tiene culo bello pero e' flaca
La baby e' flaca
[Coro]
Quiero manina, nini, yaya
Dame tequila, no quiero vaina'
Baila, le subo la mini, yaya
Tráeme bebida, no quiero agua
[Puente]
La baby 'tá borrachaRakatá, rakatá, rakatá, rakatá
Rakatá, rakatá, rakatá, rakatá
Mami, ta-ta-ta-ta-ta-ta-ta-ta
Ta-ta-ta-ta-ta-ta-ta-ta
Ta-ta-ta-ta-ta-ta-ta-ta
Ta-ta-ta-ta-ta-ta-ta-ta
Ta-ta-ta-ta-ta-ta-ta-ta
[Coro]
Quiero mainini, nini, yaya
Dame tequila, no quiero vaina'
Baila, le subo la mini, yayaTráeme bebida, no quiero agua
[Outro]
Luian
Mambo Kingz
Jowny
BF
(Fya, fya, fya, fya)


            
          
        
      

      
        
          
            More on Genius
            
              
                
                  
                  
                    Interview: How Moroccan Producer Ramoon Ended Up Working On 6ix9ine’s “YAYA”
                  
                
              
            
              
                
                  
                  
                    6ix9ine’s New Latin Song “Yaya” Flips A Famous Héctor & Tito Track
                  
                
              
            
          
        
      
    "," ransom got that sauce in it se pinta los labio hoy no tiene horario quiere que la busque en la lambo esta noche coronamo dale para terminar lo que empezamo oh oh baila morena baila morena oh oh baila morena baila morena baila u f baila oh oh u f baila u f morena baila morena oh oh u f oh oh una nena asi u f me hacia falta que metiera mi mano por su falda se ve que no e santa es como yo que le gusta la maldad dale baby no sea mala no pare de moverte que eso me encanta bebecita dame una una probaita tu ere una mamacita cuando chingamo baby tu nunca te quita mueve to ese booty tan chulita como anitta tu ta dura manina nini yaya dame tequila no quiero vaina baila le subo la mini yaya traeme bebida no quiero agua quiero manina nini yaya yaya yaya dame tequila no quiero vaina yaya yaya baila le subo la mini yaya traeme bebida no quiero agua ponte friki frikitona tu ere una chapi chapiadora ella e bellaquisima pero no se enamora mami y chingando hay que darte un diploma ninguna se te iguala ella me dice vente papi me la saca saca y me baila flow shakira waka waka waka ella tiene culo bello pero e flaca la baby e flaca quiero manina nini yaya dame tequila no quiero vaina baila le subo la mini yaya traeme bebida no quiero agua la baby ta borracha rakata rakata rakata rakata rakata rakata rakata rakata mami ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta ta quiero mainini nini yaya dame tequila no quiero vaina baila le subo la mini yaya traeme bebida no quiero agua luian mambo kingz jowny bf fya fya fya fya "
"Alex Rose","Jangueo","Alex Rose","Alta","Muy alta","Media","Media","Alta","Media","Muy alta","Muy alta","Alta","No","minor","Baja","Alta","Baja","Muy alta","
      
        Jangueo Lyrics
      
      
        
          
            
            [Letra de ""Jangueo""]
[Intro: Alex Rose]D-Note is on the beat (Yeah-yeh)
(The Billionaire; yeah-yeh)
Yo no sé si tú está' aborrecí'a
Hay algo que no puedo entender (No, no)
Ante' conmigo te amanecías
Y ahora casi ni te dejas ver
[Coro: Alex Rose]
Ya no te veo en el mismo jangueo (Yeah, yeh)
Me acuerdo aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tienes alguien nuevo
Porque ya no te veo en el mismo jangueo (Yeah, yeh)
Me acuerdo aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tienes alguien nuevo
[Verso 1: Alex Rose]
(Yeah, yeah-yeah)
Baby, háblame claro, dime
Ante' salía' pata' abajo conmigo los fine', ey
Ahora dizque eres de tu casa
Dime qué te pasa, están pidiendo calle esos Jeane'
Ese booty no tiene dueño
Déjate de eso, yo no sé cuál es tu empeño
Sal de tu casa pa' que se te vaya el sueño
Vamo' a fumar, prendemos un leño (Yeah, yeah)
[Pre-Coro: Alex Rose]
Baby, hoy es tu día (Ah-ah), olvida las penas
Sal con tus amigas, siéntete bien buena
Y lo que tú querías (Ah-ah): Sol, playa y arena (Yeah-yeh)
¿Dónde estás metí'a? Porque
[Coro: Alex Rose]
Ya no te veo en el mismo jangueo (Yeah, yeh)
Me acuerdo aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tienes alguien nuevo
Porque ya no te veo en el mismo jangueo (Yeah, yeh)
Me acuerdo aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tienes alguien nuevo
[Verso 2: Rafa Pabön & Alex Rose]
(Yeah, yeah-yeah)
Desde hace tiempo que no te veo (Que no te veo, hmm-yeah)
Desde hace tiempo que no sé de ti (Oh-oh-oh-oh)
Dime si tienes a alguien nuevo (Dime, dime)
Y si con él te olvidaste de mí
Sigo pensándote, no te olvido
Aquí esperándote, mujer, sigo
Gracias por todo el tiempo perdido
Por cómo pudiste haber sido
Frío (Frío), en nadie confío (-fío), de nadie me fío (-fío)
Me dejó vacío, por amar salí jodí'o (Oh-oh)
[Pre-Coro: Alex Rose]
Baby, hoy es tu día (Ah-ah), olvida las penas
Sal con tus amigas, siéntete bien buena
Y lo que tú querías (Ah-ah): Sol, playa y arena (Yeah-yeh)
¿Dónde estás metí'a? Porque
[Coro: Rafa Pabön & Alex Rose]
Ya no te veo en el mismo jangueo (Yeah, yeh)
Extraño aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tiene' alguien nuevoPorque ya no te veo en el mismo jangueo (Yeah, yeh)
Me acuerdo aquella' noche' que eran de perreo
¿A qué le estás huyendo? Vamo' de nuevo
A veces pienso que tienes alguien nuevo
[Outro: Alex Rose & Rafa Pabön]
(Yeah, yeah-yeah)
Porque ya no te veo en el mismo jangueo
Yeah
Alex Rose ""El Nuevo Rockstar""Rafa Pabön (Yeah)
Lo-Lost
Mera, dime, JX ""El Ingeniero""
Yo siempre ando con Los Oído' Fresh, bebé
D-Note The Billionaire, yeah
Mera, dime, Anton, yeah-yeh
Jova, Jova Cartoon


            
          
        
      

      
        
          
            More on Genius
            
          
        
      
    "," d note is on the beat yeah yeh the billionaire yeah yeh yo no se si tu esta aborreci a hay algo que no puedo entender no no ante conmigo te amanecias y ahora casi ni te dejas ver ya no te veo en el mismo jangueo yeah yeh me acuerdo aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tienes alguien nuevo porque ya no te veo en el mismo jangueo yeah yeh me acuerdo aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tienes alguien nuevo yeah yeah yeah baby hablame claro dime ante salia pata abajo conmigo los fine ey ahora dizque eres de tu casa dime que te pasa estan pidiendo calle esos jeane ese booty no tiene duenio dejate de eso yo no se cual es tu empenio sal de tu casa pa que se te vaya el suenio vamo a fumar prendemos un lenio yeah yeah baby hoy es tu dia ah ah olvida las penas sal con tus amigas sientete bien buena y lo que tu querias ah ah sol playa y arena yeah yeh donde estas meti a porque ya no te veo en el mismo jangueo yeah yeh me acuerdo aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tienes alguien nuevo porque ya no te veo en el mismo jangueo yeah yeh me acuerdo aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tienes alguien nuevo yeah yeah yeah desde hace tiempo que no te veo que no te veo hmm yeah desde hace tiempo que no se de ti oh oh oh oh dime si tienes a alguien nuevo dime dime y si con el te olvidaste de mi sigo pensandote no te olvido aqui esperandote mujer sigo gracias por todo el tiempo perdido por como pudiste haber sido frio frio en nadie confio fio de nadie me fio fio me dejo vacio por amar sali jodi o oh oh baby hoy es tu dia ah ah olvida las penas sal con tus amigas sientete bien buena y lo que tu querias ah ah sol playa y arena yeah yeh donde estas meti a porque ya no te veo en el mismo jangueo yeah yeh extranio aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tiene alguien nuevo porque ya no te veo en el mismo jangueo yeah yeh me acuerdo aquella noche que eran de perreo a que le estas huyendo vamo de nuevo a veces pienso que tienes alguien nuevo yeah yeah yeah porque ya no te veo en el mismo jangueo yeah alex rose el nuevo rockstar rafa pabon yeah lo lost mera dime jx el ingeniero yo siempre ando con los oido fresh bebe d note the billionaire yeah mera dime anton yeah yeh jova jova cartoon "
"Alex Rose","Toda - Remix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Media","Alta","Media","Muy alta","
      
        Toda Lyrics
      
      
        
          
            
            [Letra de ""Toda"" ft. Rauw Alejandro]
[Intro: Alex Rose]D-Note is on the beat
The Beatlllionare
Bebé
Yeah!
[Intro: Alex Rose]
Ya te conozco, lo veo en tu cara
No te comportes, conmigo puedes ser mala
Seré tuyo por esta noche
Te soltarás antes que desabroche el cinturón
Dime que posiciones tú quieres
Sé que tiene' novio, pero a mí es que me prefiere
Seré tuyo por esta noche
[Estribillo: Alex Rose]
Te soltarás, baby, porque hoy yo quiero comerte toda
Él te lo hace a medias, yo te beso toda
Quédate conmigo y le picheo a todas
Como tú, ninguna, tú le ganas a todas
Por eso bebé yo quiero comerte toda
Él te lo hace a medias, yo te beso toda
Quédate conmigo y le picheo a todas
Me dices, bebecita, y nos vamos a todas
Pa' comerte toda, yeh
[Verso 1: Alex Rose]
To' el mundo te quiere porque como tú ninguna
Y yo por ti saco hasta poderes y te bajo la luna
Hay muchas mujeres, la vida es sólo una
Y sólo dime que si pa' ponértelo de una
Bebecita solo avisa, pa' subir los cristales
Prender y quitarme la camisa, quiero que seas mi sumisa
Si quieres tómate tu tiempo, tranquila no tengo prisa
Que la noche es joven y el jevo tuyo no se da cuenta
Ese cabrón es feka no tiene lo que aparenta, yeh
Tú eres mucho pa' él, eso es lo que comentan
(eso es lo que comentan)
[Estribillo: Alex Rose]
Por eso, bebé, yo quiero comerte toda
Él te lo hace a medias, yo te beso toda
Quédate conmigo y le picheo a todas
Como tú, ninguna, tú le ganas a todas
Por eso, bebé, yo quiero comerte toda
Él te lo hace a medias, yo te beso toda
Quédate conmigo y le picheo a todas
Me dices, bebecita, y nos vamos a todas
Pa' comerte toda, yeh
[Verso 2: Rauw Alejandro]
(Yeah, Ra-Rauw)
Te hicieron para mí
Lo supe aquella noche que te tuve
Apreciando toda tu desnudez
Cuando mi lengua corría toda tu piel
Me hicieron para ti, bebé
Lo supiste cuando gritabas mi nombre
Baby, yo soy el que te corresponde
Que rico fumar antes de comernos
El destino nos cambio to' los planes
Tú dime cuando pa' volver a vernos
Tienes algo más cabrón ya olvídate de él
Bae (uh-uh, y olvídate de él)
Fuck it; además del sexo
[Estribillo: Rauw Alejandro & Alex Rose]
Mami, quiero amarte toda
Conmigo vas al cielo, tú te vienes toda
Quédate conmigo y le picheo a todas
Me dices, bebecita, que nos vamos a todasPor eso, bebé, yo quiero comerte toda
Él te lo hace a medias, yo te beso toda
Quédate conmigo y le picheo a todas
Me dices, bebecita, y nos vamos a todas
Pa' comerte toda, yeh
[Outro: Alex Rose & Rauw Alejandro]
Yeah, yeah
Alex Rose
Rauw
JX El Ingeniero
Yo siempre ando con Los Oidos Fresh, bebé
D-Note ""The Beatllionare""Yeah, Alex Rose, yeah
Ra-Rauw Alejandro, yeh
Alex Rose, mami
Ra-Rauw Alejandro
Quiero comerte toda, baby
Yo quiero comerte toda
Yo quiero comerte toda, baby
Quiero comerte toda


            
          
        
      

      
        
          
            More on Genius
            
          
        
      
    "," d note is on the beat the beatlllionare bebe yeah ya te conozco lo veo en tu cara no te comportes conmigo puedes ser mala sere tuyo por esta noche te soltaras antes que desabroche el cinturon dime que posiciones tu quieres se que tiene novio pero a mi es que me prefiere sere tuyo por esta noche te soltaras baby porque hoy yo quiero comerte toda el te lo hace a medias yo te beso toda quedate conmigo y le picheo a todas como tu ninguna tu le ganas a todas por eso bebe yo quiero comerte toda el te lo hace a medias yo te beso toda quedate conmigo y le picheo a todas me dices bebecita y nos vamos a todas pa comerte toda yeh to el mundo te quiere porque como tu ninguna y yo por ti saco hasta poderes y te bajo la luna hay muchas mujeres la vida es solo una y solo dime que si pa ponertelo de una bebecita solo avisa pa subir los cristales prender y quitarme la camisa quiero que seas mi sumisa si quieres tomate tu tiempo tranquila no tengo prisa que la noche es joven y el jevo tuyo no se da cuenta ese cabron es feka no tiene lo que aparenta yeh tu eres mucho pa el eso es lo que comentan eso es lo que comentan por eso bebe yo quiero comerte toda el te lo hace a medias yo te beso toda quedate conmigo y le picheo a todas como tu ninguna tu le ganas a todas por eso bebe yo quiero comerte toda el te lo hace a medias yo te beso toda quedate conmigo y le picheo a todas me dices bebecita y nos vamos a todas pa comerte toda yeh yeah ra rauw te hicieron para mi lo supe aquella noche que te tuve apreciando toda tu desnudez cuando mi lengua corria toda tu piel me hicieron para ti bebe lo supiste cuando gritabas mi nombre baby yo soy el que te corresponde que rico fumar antes de comernos el destino nos cambio to los planes tu dime cuando pa volver a vernos tienes algo mas cabron ya olvidate de el bae uh uh y olvidate de el fuck it ademas del sexo mami quiero amarte toda conmigo vas al cielo tu te vienes toda quedate conmigo y le picheo a todas me dices bebecita que nos vamos a todas por eso bebe yo quiero comerte toda el te lo hace a medias yo te beso toda quedate conmigo y le picheo a todas me dices bebecita y nos vamos a todas pa comerte toda yeh yeah yeah alex rose rauw jx el ingeniero yo siempre ando con los oidos fresh bebe d note the beatllionare yeah alex rose yeah ra rauw alejandro yeh alex rose mami ra rauw alejandro quiero comerte toda baby yo quiero comerte toda yo quiero comerte toda baby quiero comerte toda "
